occurrence_order,semantic_subject,field_or_term_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,admit_013_relevance,occurrence_passed
4334,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4335,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4336,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4337,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4338,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4339,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4340,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4341,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4342,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4343,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4344,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4345,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4346,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4347,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4348,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4349,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4350,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4351,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4352,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4353,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4354,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4355,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4356,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4357,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4358,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4359,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
