scaleup_rank,tranche,selection_priority_pass,canonical_event_id,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,canonical_source_dataset_count,source_record_provenance_count,source_datasets_json,source_provenance_identities_json,historical_pilot_processed,historical_bulk_structure_acquisition_status,historical_terminal_route,historical_terminal_reasons_json,current_123_two_rule_routing_population_overlap,structure_execution_status,task_domain_rule_evaluation_status
253,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FQ9:B:CYS:25-:SG:D:CRJ:C32,2FQ9,B,,CYS,25,SG,CRJ,D,C32,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2fq9/2fq9.pdb#LINK00461"",""SOURCE_RCSB_PDB_DIRECT:2FQ9:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
254,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FQQ:B:CYS:331-:SG:C:F1G:S1,2FQQ,B,,CYS,331,SG,F1G,C,S1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000565"",""SOURCE_RCSB_PDB_DIRECT:2FQQ:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
255,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FRA:A:CYS:25-:SG:C:CRV:C16,2FRA,A,,CYS,25,SG,CRV,C,C16,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2fra/2fra.pdb#LINK00446"",""SOURCE_RCSB_PDB_DIRECT:2FRA:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
256,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FRA:B:CYS:25-:SG:D:CRV:C16,2FRA,B,,CYS,25,SG,CRV,D,C16,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2fra/2fra.pdb#LINK00447"",""SOURCE_RCSB_PDB_DIRECT:2FRA:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
257,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FRQ:A:CYS:25-:SG:C:C71:C16,2FRQ,A,,CYS,25,SG,C71,C,C16,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2frq/2frq.pdb#LINK00457"",""SOURCE_RCSB_PDB_DIRECT:2FRQ:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
258,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FRQ:B:CYS:25-:SG:D:C71:C16,2FRQ,B,,CYS,25,SG,C71,D,C16,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2frq/2frq.pdb#LINK00458"",""SOURCE_RCSB_PDB_DIRECT:2FRQ:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
259,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FT2:A:CYS:25-:SG:C:C28:C31,2FT2,A,,CYS,25,SG,C28,C,C31,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2ft2/2ft2.pdb#LINK00459"",""SOURCE_RCSB_PDB_DIRECT:2FT2:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
260,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FT2:B:CYS:25-:SG:D:C28:C31,2FT2,B,,CYS,25,SG,C28,D,C31,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2ft2/2ft2.pdb#LINK00460"",""SOURCE_RCSB_PDB_DIRECT:2FT2:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
261,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FTD:A:CYS:25-:SG:C:ILI:C12,2FTD,A,,CYS,25,SG,ILI,C,C12,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000772"",""SOURCE_RCSB_PDB_DIRECT:2FTD:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
262,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FTD:B:CYS:25-:SG:D:ILI:C12,2FTD,B,,CYS,25,SG,ILI,D,C12,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000773"",""SOURCE_RCSB_PDB_DIRECT:2FTD:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
263,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FUD:A:CYS:25-:SG:C:CRL:C9,2FUD,A,,CYS,25,SG,CRL,C,C9,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2fud/2fud.pdb#LINK00475"",""SOURCE_RCSB_PDB_DIRECT:2FUD:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
264,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FUD:B:CYS:25-:SG:D:CRL:C9,2FUD,B,,CYS,25,SG,CRL,D,C9,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2fud/2fud.pdb#LINK00476"",""SOURCE_RCSB_PDB_DIRECT:2FUD:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
265,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2FYE:A:CYS:25-:SG:B:BCQ:CT,2FYE,A,,CYS,25,SG,BCQ,B,CT,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2fye/2fye.pdb#LINK00356"",""SOURCE_RCSB_PDB_DIRECT:2FYE:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
266,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2G6D:A:CYS:25-:SG:B:MQQ:CT,2G6D,A,,CYS,25,SG,MQQ,B,CT,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2g6d/2g6d.pdb#LINK00354"",""SOURCE_RCSB_PDB_DIRECT:2G6D:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
267,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2G8E:A:CYS:115-:SG:D:0M6:CAX,2G8E,A,,CYS,115,SG,0M6,D,CAX,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001162"",""SOURCE_COVPDB:CovPDB_complexes/2g8e/2g8e.pdb#LINK00544"",""SOURCE_RCSB_PDB_DIRECT:2G8E:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
268,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2G8J:A:CYS:115-:SG:D:D7G:C1,2G8J,A,,CYS,115,SG,D7G,D,C1,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001155"",""SOURCE_COVPDB:CovPDB_complexes/2g8j/2g8j.pdb#LINK00457"",""SOURCE_RCSB_PDB_DIRECT:2G8J:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
269,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GH5:A:CYS:58-:SG:E:ELI:C17,2GH5,A,,CYS,58,SG,ELI,E,C17,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004720"",""SOURCE_RCSB_PDB_DIRECT:2GH5:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
270,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GH5:B:CYS:58-:SG:N:ELI:C17,2GH5,B,,CYS,58,SG,ELI,N,C17,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004721"",""SOURCE_RCSB_PDB_DIRECT:2GH5:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
271,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GKE:A:CYS:73-:SG:B:ZDP:CAN,2GKE,A,,CYS,73,SG,ZDP,B,CAN,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001968"",""SOURCE_COVPDB:CovPDB_complexes/2gke/2gke.pdb#LINK00403"",""SOURCE_RCSB_PDB_DIRECT:2GKE:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
272,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GKJ:A:CYS:217-:SG:B:ZDR:CAN,2GKJ,A,,CYS,217,SG,ZDR,B,CAN,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001965"",""SOURCE_COVPDB:CovPDB_complexes/2gkj/2gkj.pdb#LINK00409"",""SOURCE_RCSB_PDB_DIRECT:2GKJ:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
273,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GTB:A:CYS:145-:SG:B:AZP:CBM,2GTB,A,,CYS,145,SG,AZP,B,CBM,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2gtb/2gtb.pdb#LINK00512"",""SOURCE_RCSB_PDB_DIRECT:2GTB:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
274,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GX4:A:CYS:145-:SG:B:NOL:C35,2GX4,A,,CYS,145,SG,NOL,B,C35,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR005026"",""SOURCE_COVPDB:CovPDB_complexes/2gx4/2gx4.pdb#LINK00395"",""SOURCE_RCSB_PDB_DIRECT:2GX4:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
275,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GYO:A:CYS:112-:SG:D:MEE:S,2GYO,A,,CYS,112,SG,MEE,D,S,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002390"",""SOURCE_RCSB_PDB_DIRECT:2GYO:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
276,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GZ3:A:CYS:128-:SG:F:AS2:CG,2GZ3,A,,CYS,128,SG,AS2,F,CG,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004697"",""SOURCE_COVPDB:CovPDB_complexes/2gz3/2gz3.pdb#LINK00813"",""SOURCE_RCSB_PDB_DIRECT:2GZ3:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
277,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GZ3:B:CYS:128-:SG:H:AS2:CG,2GZ3,B,,CYS,128,SG,AS2,H,CG,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004698"",""SOURCE_COVPDB:CovPDB_complexes/2gz3/2gz3.pdb#LINK00814"",""SOURCE_RCSB_PDB_DIRECT:2GZ3:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
278,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GZ3:C:CYS:128-:SG:J:AS2:CG,2GZ3,C,,CYS,128,SG,AS2,J,CG,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004699"",""SOURCE_COVPDB:CovPDB_complexes/2gz3/2gz3.pdb#LINK00815"",""SOURCE_RCSB_PDB_DIRECT:2GZ3:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
279,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2GZ3:D:CYS:128-:SG:L:AS2:CG,2GZ3,D,,CYS,128,SG,AS2,L,CG,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004700"",""SOURCE_COVPDB:CovPDB_complexes/2gz3/2gz3.pdb#LINK00816"",""SOURCE_RCSB_PDB_DIRECT:2GZ3:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
280,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HWO:A:CYS:345-:SG:C:RBS:C51,2HWO,A,,CYS,345,SG,RBS,C,C51,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2hwo/2hwo.pdb#LINK00585"",""SOURCE_RCSB_PDB_DIRECT:2HWO:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
281,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HWO:B:CYS:345-:SG:D:RBS:C51,2HWO,B,,CYS,345,SG,RBS,D,C51,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2hwo/2hwo.pdb#LINK00586"",""SOURCE_RCSB_PDB_DIRECT:2HWO:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
282,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HWP:A:CYS:345-:SG:C:DJK:C51,2HWP,A,,CYS,345,SG,DJK,C,C51,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2hwp/2hwp.pdb#LINK00578"",""SOURCE_RCSB_PDB_DIRECT:2HWP:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
283,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HWP:B:CYS:345-:SG:D:DJK:C51,2HWP,B,,CYS,345,SG,DJK,D,C51,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2hwp/2hwp.pdb#LINK00579"",""SOURCE_RCSB_PDB_DIRECT:2HWP:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
284,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HXZ:A:CYS:25-:SG:E:H7J:C,2HXZ,A,,CYS,25,SG,H7J,E,C,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003806"",""SOURCE_COVPDB:CovPDB_complexes/2hxz/2hxz.pdb#LINK00509"",""SOURCE_RCSB_PDB_DIRECT:2HXZ:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
285,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HXZ:B:CYS:25-:SG:F:H7J:C,2HXZ,B,,CYS,25,SG,H7J,F,C,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003807"",""SOURCE_COVPDB:CovPDB_complexes/2hxz/2hxz.pdb#LINK00510"",""SOURCE_RCSB_PDB_DIRECT:2HXZ:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
286,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2HXZ:C:CYS:25-:SG:G:H7J:C,2HXZ,C,,CYS,25,SG,H7J,G,C,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003808"",""SOURCE_COVPDB:CovPDB_complexes/2hxz/2hxz.pdb#LINK00511"",""SOURCE_RCSB_PDB_DIRECT:2HXZ:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
287,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2IJN:A:CYS:366-:SG:C:221:S14,2IJN,A,,CYS,366,SG,221,C,S14,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002397"",""SOURCE_COVPDB:CovPDB_complexes/2ijn/2ijn.pdb#LINK00545"",""SOURCE_RCSB_PDB_DIRECT:2IJN:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
288,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2IJN:B:CYS:366-:SG:D:221:S14,2IJN,B,,CYS,366,SG,221,D,S14,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002398"",""SOURCE_COVPDB:CovPDB_complexes/2ijn/2ijn.pdb#LINK00546"",""SOURCE_RCSB_PDB_DIRECT:2IJN:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
289,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2IPH:A:CYS:1139-:SG:C:LGG:C30,2IPH,A,,CYS,1139,SG,LGG,C,C30,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002755"",""SOURCE_COVPDB:CovPDB_complexes/2iph/2iph.pdb#LINK00357"",""SOURCE_RCSB_PDB_DIRECT:2IPH:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
290,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2IPH:B:CYS:2139-:SG:D:LGG:C30,2IPH,B,,CYS,2139,SG,LGG,D,C30,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002756"",""SOURCE_COVPDB:CovPDB_complexes/2iph/2iph.pdb#LINK00358"",""SOURCE_RCSB_PDB_DIRECT:2IPH:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
291,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2IPP:A:CYS:29-:SG:C:PYS:S2,2IPP,A,,CYS,29,SG,PYS,C,S2,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2ipp/2ipp.pdb#LINK00382"",""SOURCE_RCSB_PDB_DIRECT:2IPP:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
292,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2J5F:A:CYS:797-:SG:B:DJK:C51,2J5F,A,,CYS,797,SG,DJK,B,C51,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000948"",""SOURCE_RCSB_PDB_DIRECT:2J5F:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
293,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2J6H:A:CYS:1-:SG:C:ONL:CE,2J6H,A,,CYS,1,SG,ONL,C,CE,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2j6h/2j6h.pdb#LINK00723"",""SOURCE_RCSB_PDB_DIRECT:2J6H:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
